Customer_ID,Age,Gender,City,Annual_Income_INR,Purchase_Frequency,Average_Order_Value_INR,Annual_Spend_INR,Recency_Days,Online_Purchase_Ratio,Discount_Usage_Ratio,Preferred_Category,Loyalty_Score,Cluster,Segment
CUST0208,45,Male,Lucknow,74311.0,19,3052.0,52118.0,15,0.7,0.23,Home,67.9,2,High-Value Loyalists
CUST0209,43,Male,Mumbai,34826.0,8,1564.0,12708.0,21,0.67,0.16,Sports,42.7,0,Deal-Driven Shoppers
CUST0210,45,Male,Delhi NCR,78615.0,10,1863.0,20486.0,72,0.95,0.12,Beauty,45.4,0,Deal-Driven Shoppers
CUST0211,22,Male,Pune,35774.0,18,5361.0,103210.0,6,0.8,0.3,Beauty,68.3,2,High-Value Loyalists
CUST0212,27,Male,Hyderabad,83547.0,21,1659.0,38672.0,37,0.24,0.5,Beauty,80.3,2,High-Value Loyalists
CUST0213,40,Female,Mumbai,79980.0,12,2106.0,23696.0,29,0.43,0.17,Sports,48.9,1,At-Risk / Inactive
CUST0214,31,Male,Mumbai,57429.0,18,300.0,4709.0,38,0.48,0.63,Fashion,62.5,0,Deal-Driven Shoppers
CUST0215,38,Male,Pune,24967.0,28,2468.0,73730.0,27,0.4,0.11,Fashion,86.7,2,High-Value Loyalists
CUST0216,54,Male,Delhi NCR,99899.0,15,1217.0,20117.0,14,0.58,0.31,Fashion,65.9,0,Deal-Driven Shoppers
CUST0217,37,Female,Lucknow,48790.0,6,1393.0,9140.0,63,0.55,0.3,Sports,26.1,0,Deal-Driven Shoppers
CUST0218,19,Male,Lucknow,139543.0,10,2071.0,17606.0,40,0.6,0.51,Beauty,46.3,1,At-Risk / Inactive
CUST0219,45,Male,Lucknow,18000.0,11,2491.0,25073.0,30,0.9,0.06,Home,55.8,0,Deal-Driven Shoppers
CUST0220,29,Male,Lucknow,47449.0,5,2463.0,13728.0,52,0.14,0.27,Home,24.8,1,At-Risk / Inactive
CUST0221,53,Male,Mumbai,62880.0,29,2801.0,82367.0,29,0.82,0.34,Fashion,100.0,2,High-Value Loyalists
CUST0222,42,Female,Pune,105951.0,10,2245.0,22156.0,46,0.16,0.04,Sports,47.3,1,At-Risk / Inactive
CUST0223,28,Male,Hyderabad,110231.0,13,2235.0,25622.0,44,0.19,0.23,Sports,42.9,1,At-Risk / Inactive
CUST0224,29,Female,Pune,73925.0,32,2036.0,66645.0,44,0.82,0.49,Sports,100.0,2,High-Value Loyalists
CUST0225,42,Female,Lucknow,75940.0,4,3098.0,14066.0,56,0.96,0.55,Beauty,61.5,0,Deal-Driven Shoppers
CUST0226,40,Female,Delhi NCR,97157.0,19,4467.0,72659.0,19,0.66,0.14,Electronics,78.1,2,High-Value Loyalists
CUST0227,18,Male,Mumbai,84342.0,4,1492.0,5715.0,47,0.56,0.28,Home,18.8,1,At-Risk / Inactive
CUST0228,23,Female,Lucknow,18000.0,12,3408.0,45254.0,35,0.59,0.69,Home,45.3,0,Deal-Driven Shoppers
CUST0229,31,Female,Delhi NCR,40257.0,16,3606.0,64191.0,58,0.35,0.43,Sports,61.0,2,High-Value Loyalists
CUST0230,39,Male,Hyderabad,72664.0,45,2536.0,107410.0,52,0.88,0.69,Beauty,100.0,2,High-Value Loyalists
CUST0231,35,Male,Lucknow,73560.0,7,2414.0,15473.0,17,0.58,0.34,Electronics,49.0,0,Deal-Driven Shoppers
CUST0232,24,Male,Pune,46768.0,9,5221.0,44424.0,24,0.39,0.54,Home,69.4,1,At-Risk / Inactive
CUST0233,18,Female,Lucknow,22655.0,26,3929.0,115819.0,25,0.72,0.19,Fashion,78.2,2,High-Value Loyalists
CUST0234,49,Male,Delhi NCR,129779.0,20,2527.0,54999.0,75,0.97,0.14,Home,73.0,2,High-Value Loyalists
CUST0235,32,Male,Mumbai,55793.0,9,1402.0,10774.0,46,0.76,0.06,Electronics,55.1,0,Deal-Driven Shoppers
CUST0236,21,Male,Delhi NCR,22345.0,7,1751.0,10782.0,47,0.37,0.3,Home,46.1,0,Deal-Driven Shoppers
CUST0237,33,Male,Mumbai,86163.0,6,3382.0,21479.0,64,0.89,0.06,Electronics,34.9,1,At-Risk / Inactive
CUST0238,18,Male,Lucknow,111443.0,22,1944.0,38316.0,18,0.47,0.29,Fashion,75.4,2,High-Value Loyalists
CUST0239,31,Male,Mumbai,75015.0,6,1388.0,7597.0,14,0.6,0.1,Sports,49.8,0,Deal-Driven Shoppers
CUST0240,43,Female,Pune,105556.0,4,2349.0,10493.0,35,0.92,0.5,Beauty,39.7,0,Deal-Driven Shoppers
CUST0241,31,Male,Delhi NCR,18000.0,12,2246.0,28214.0,32,0.75,0.41,Fashion,55.9,0,Deal-Driven Shoppers
CUST0242,38,Female,Mumbai,95679.0,19,1567.0,31642.0,25,0.42,0.49,Beauty,76.8,0,Deal-Driven Shoppers
CUST0243,40,Male,Delhi NCR,35518.0,10,1638.0,15562.0,32,0.69,0.31,Beauty,55.3,0,Deal-Driven Shoppers
CUST0244,45,Male,Delhi NCR,141989.0,10,1378.0,14342.0,19,0.51,0.12,Home,54.4,1,At-Risk / Inactive
CUST0245,27,Male,Pune,81970.0,9,3922.0,30371.0,39,0.48,0.26,Electronics,35.2,1,At-Risk / Inactive
CUST0246,39,Male,Bengaluru,130283.0,12,2516.0,32854.0,33,0.73,0.15,Electronics,69.7,1,At-Risk / Inactive
CUST0247,31,Female,Delhi NCR,113705.0,14,3819.0,60093.0,36,0.44,0.08,Beauty,65.5,1,At-Risk / Inactive
CUST0248,52,Male,Lucknow,18000.0,28,836.0,25603.0,52,0.54,0.58,Home,82.0,0,Deal-Driven Shoppers
CUST0249,45,Male,Mumbai,108555.0,8,1673.0,14498.0,21,0.54,0.38,Electronics,48.0,0,Deal-Driven Shoppers
CUST0250,28,Female,Bengaluru,99730.0,7,2263.0,13667.0,42,0.4,0.43,Home,47.0,1,At-Risk / Inactive
CUST0251,54,Male,Delhi NCR,53172.0,12,300.0,4132.0,33,0.79,0.09,Electronics,66.5,0,Deal-Driven Shoppers
CUST0252,33,Male,Bengaluru,27773.0,22,2001.0,45652.0,29,0.23,0.06,Fashion,70.4,2,High-Value Loyalists
CUST0253,25,Female,Bengaluru,129236.0,12,2357.0,31536.0,23,0.65,0.48,Home,62.3,1,At-Risk / Inactive
CUST0254,33,Male,Bengaluru,85043.0,37,1537.0,50983.0,15,0.51,0.13,Fashion,99.9,2,High-Value Loyalists
CUST0255,43,Female,Hyderabad,93309.0,7,1787.0,11617.0,12,0.66,0.11,Electronics,48.1,1,At-Risk / Inactive
CUST0256,27,Male,Pune,70116.0,33,2754.0,89830.0,71,0.68,0.23,Beauty,91.6,2,High-Value Loyalists
CUST0257,35,Male,Pune,33929.0,10,3924.0,44628.0,39,0.36,0.06,Home,49.7,1,At-Risk / Inactive
CUST0258,53,Female,Delhi NCR,60480.0,14,4129.0,62030.0,47,0.67,0.37,Beauty,49.1,1,At-Risk / Inactive
CUST0259,33,Female,Pune,108865.0,25,2781.0,76826.0,24,0.57,0.36,Beauty,84.7,2,High-Value Loyalists
CUST0260,37,Male,Lucknow,24849.0,4,3263.0,12448.0,21,0.64,0.43,Home,41.6,0,Deal-Driven Shoppers
CUST0261,37,Female,Pune,117614.0,7,3793.0,23554.0,13,0.54,0.6,Beauty,37.4,1,At-Risk / Inactive
CUST0262,42,Male,Bengaluru,66487.0,24,300.0,7916.0,44,0.23,0.38,Fashion,83.9,0,Deal-Driven Shoppers
CUST0263,39,Female,Lucknow,70319.0,33,2548.0,93423.0,36,0.54,0.25,Fashion,100.0,2,High-Value Loyalists
CUST0264,48,Male,Hyderabad,60027.0,2,1230.0,2094.0,7,0.84,0.27,Fashion,41.8,0,Deal-Driven Shoppers
CUST0265,39,Male,Mumbai,121020.0,15,4330.0,64067.0,57,0.53,0.31,Fashion,56.2,1,At-Risk / Inactive
CUST0266,39,Male,Delhi NCR,70202.0,6,3332.0,20195.0,28,0.22,0.39,Home,52.2,1,At-Risk / Inactive
CUST0267,43,Female,Delhi NCR,95993.0,14,3837.0,58835.0,28,0.84,0.12,Home,66.3,2,High-Value Loyalists
CUST0268,33,Female,Hyderabad,76336.0,13,2240.0,28131.0,57,0.11,0.5,Electronics,49.3,1,At-Risk / Inactive
CUST0269,25,Male,Delhi NCR,89181.0,22,3585.0,88598.0,72,0.61,0.29,Fashion,73.0,2,High-Value Loyalists
CUST0270,18,Female,Lucknow,117397.0,12,1447.0,18125.0,11,0.94,0.55,Electronics,68.3,0,Deal-Driven Shoppers
CUST0271,32,Male,Mumbai,55647.0,8,2714.0,19344.0,33,0.77,0.55,Fashion,42.8,0,Deal-Driven Shoppers
CUST0272,35,Female,Lucknow,50273.0,3,2187.0,6881.0,25,0.6,0.63,Home,32.2,0,Deal-Driven Shoppers
CUST0273,27,Female,Lucknow,102660.0,15,3808.0,58905.0,40,0.74,0.23,Fashion,73.1,2,High-Value Loyalists
CUST0274,18,Female,Hyderabad,73019.0,14,2866.0,38632.0,80,0.23,0.49,Fashion,46.2,1,At-Risk / Inactive
CUST0275,31,Female,Hyderabad,82950.0,14,1690.0,20419.0,61,0.36,0.22,Home,48.3,1,At-Risk / Inactive
CUST0276,26,Female,Lucknow,69157.0,38,4974.0,162334.0,25,0.77,0.56,Electronics,100.0,2,High-Value Loyalists
CUST0277,51,Male,Mumbai,54589.0,19,1782.0,29219.0,40,0.85,0.26,Home,92.1,2,High-Value Loyalists
CUST0278,41,Male,Lucknow,81299.0,17,2068.0,32774.0,41,0.06,0.31,Fashion,58.7,1,At-Risk / Inactive
CUST0279,23,Female,Lucknow,35248.0,10,1338.0,12583.0,29,0.76,0.68,Home,41.9,0,Deal-Driven Shoppers
CUST0280,42,Male,Bengaluru,55735.0,3,4120.0,12343.0,8,0.7,0.17,Fashion,45.3,1,At-Risk / Inactive
CUST0281,35,Male,Pune,52034.0,10,1604.0,16716.0,42,0.53,0.62,Beauty,50.1,0,Deal-Driven Shoppers
CUST0282,18,Male,Delhi NCR,118426.0,6,4158.0,21675.0,10,0.82,0.08,Electronics,55.2,1,At-Risk / Inactive
CUST0283,36,Female,Delhi NCR,53858.0,12,300.0,3440.0,26,0.9,0.35,Home,49.1,0,Deal-Driven Shoppers
CUST0284,27,Male,Mumbai,33560.0,9,3897.0,36073.0,105,0.42,0.1,Electronics,41.1,1,At-Risk / Inactive
CUST0285,35,Male,Mumbai,71350.0,23,3507.0,85300.0,19,0.36,0.47,Fashion,66.3,2,High-Value Loyalists
CUST0286,57,Male,Pune,127263.0,18,3060.0,49951.0,19,0.17,0.31,Fashion,55.5,1,At-Risk / Inactive
CUST0287,54,Female,Hyderabad,106439.0,4,2794.0,11144.0,37,0.65,0.31,Fashion,36.9,1,At-Risk / Inactive
CUST0288,26,Female,Hyderabad,65841.0,8,3493.0,27319.0,25,0.63,0.29,Fashion,60.4,1,At-Risk / Inactive
CUST0289,60,Female,Delhi NCR,61184.0,10,3036.0,25813.0,28,0.69,0.43,Sports,56.5,0,Deal-Driven Shoppers
CUST0290,31,Female,Lucknow,77241.0,14,3651.0,47372.0,81,0.63,0.56,Home,53.9,1,At-Risk / Inactive
CUST0291,36,Female,Lucknow,33258.0,8,2745.0,18978.0,64,0.42,0.5,Sports,34.3,1,At-Risk / Inactive
CUST0292,42,Female,Hyderabad,47490.0,14,3696.0,56865.0,84,0.47,0.25,Home,62.7,1,At-Risk / Inactive
CUST0293,25,Female,Bengaluru,80481.0,16,1707.0,28896.0,28,0.46,0.42,Electronics,69.6,0,Deal-Driven Shoppers
CUST0294,46,Female,Lucknow,31618.0,11,1822.0,18823.0,16,0.79,0.12,Beauty,57.5,0,Deal-Driven Shoppers
CUST0295,37,Male,Delhi NCR,101869.0,6,2271.0,15358.0,68,0.87,0.27,Electronics,45.2,1,At-Risk / Inactive
CUST0296,53,Female,Delhi NCR,38218.0,21,1545.0,32180.0,53,0.45,0.13,Fashion,74.2,2,High-Value Loyalists
CUST0297,32,Male,Delhi NCR,87478.0,13,2724.0,40696.0,52,0.7,0.32,Fashion,58.8,1,At-Risk / Inactive
CUST0298,38,Female,Lucknow,76583.0,9,2799.0,24453.0,33,0.36,0.16,Beauty,40.5,1,At-Risk / Inactive
CUST0299,31,Male,Bengaluru,135210.0,16,778.0,11891.0,48,0.86,0.26,Home,73.0,0,Deal-Driven Shoppers
CUST0300,27,Male,Lucknow,18000.0,17,2046.0,33371.0,100,0.26,0.14,Electronics,44.7,1,At-Risk / Inactive
CUST0301,32,Female,Bengaluru,105128.0,17,300.0,5070.0,11,0.89,0.46,Home,72.3,0,Deal-Driven Shoppers
CUST0302,37,Female,Hyderabad,48046.0,17,4772.0,70456.0,15,0.9,0.57,Sports,71.2,2,High-Value Loyalists
CUST0303,41,Male,Hyderabad,101147.0,16,3938.0,69520.0,10,0.46,0.58,Fashion,57.8,2,High-Value Loyalists
CUST0304,29,Male,Delhi NCR,80442.0,6,2691.0,15251.0,21,0.43,0.17,Fashion,38.0,1,At-Risk / Inactive
CUST0305,34,Male,Hyderabad,61942.0,14,2553.0,30494.0,70,0.23,0.14,Fashion,49.0,1,At-Risk / Inactive
CUST0306,18,Female,Delhi NCR,111789.0,20,5364.0,120143.0,47,0.82,0.48,Electronics,66.3,2,High-Value Loyalists
CUST0307,38,Male,Bengaluru,49823.0,32,2690.0,77577.0,7,0.76,0.46,Sports,95.2,2,High-Value Loyalists
CUST0308,29,Female,Pune,63051.0,11,2930.0,34892.0,43,0.3,0.48,Electronics,59.8,1,At-Risk / Inactive
CUST0309,32,Female,Hyderabad,67883.0,7,2948.0,18880.0,38,0.59,0.06,Home,48.1,1,At-Risk / Inactive
CUST0310,44,Male,Hyderabad,66507.0,15,1531.0,22522.0,31,0.52,0.34,Sports,61.7,0,Deal-Driven Shoppers
CUST0311,53,Female,Pune,101242.0,15,1344.0,20307.0,45,0.29,0.58,Home,62.7,0,Deal-Driven Shoppers
CUST0312,21,Female,Pune,87491.0,11,3006.0,33843.0,28,0.76,0.16,Sports,57.9,1,At-Risk / Inactive
CUST0313,38,Female,Delhi NCR,115549.0,11,3277.0,37419.0,34,0.65,0.16,Beauty,53.5,1,At-Risk / Inactive
CUST0314,27,Female,Pune,85330.0,23,617.0,15999.0,33,0.39,0.2,Fashion,71.1,0,Deal-Driven Shoppers
CUST0315,42,Female,Mumbai,61259.0,8,3931.0,30272.0,25,0.69,0.43,Home,35.5,1,At-Risk / Inactive
CUST0316,23,Female,Mumbai,52550.0,12,1721.0,23736.0,30,0.44,0.5,Fashion,39.1,0,Deal-Driven Shoppers
CUST0317,18,Female,Lucknow,78390.0,19,3180.0,60991.0,81,0.2,0.26,Home,64.9,2,High-Value Loyalists
CUST0318,18,Female,Hyderabad,52329.0,14,1447.0,18366.0,16,0.86,0.38,Beauty,63.0,0,Deal-Driven Shoppers
CUST0319,44,Female,Hyderabad,93356.0,16,1152.0,15673.0,84,0.8,0.39,Beauty,65.8,0,Deal-Driven Shoppers
CUST0320,38,Female,Lucknow,67239.0,25,960.0,26847.0,9,0.57,0.06,Electronics,83.6,2,High-Value Loyalists
CUST0321,47,Male,Hyderabad,122425.0,10,3091.0,32509.0,90,0.6,0.35,Electronics,30.2,1,At-Risk / Inactive
CUST0322,30,Female,Bengaluru,61117.0,13,1352.0,15549.0,73,0.74,0.16,Sports,58.3,0,Deal-Driven Shoppers
CUST0323,38,Female,Mumbai,77329.0,34,3852.0,112362.0,27,0.76,0.49,Electronics,97.1,2,High-Value Loyalists
CUST0324,48,Female,Pune,34215.0,22,3016.0,67396.0,47,0.66,0.32,Sports,70.9,2,High-Value Loyalists
CUST0325,25,Male,Lucknow,35189.0,9,2089.0,18782.0,44,0.48,0.13,Home,38.9,1,At-Risk / Inactive
CUST0326,36,Female,Pune,84957.0,9,3618.0,36521.0,43,0.71,0.21,Fashion,49.2,1,At-Risk / Inactive
CUST0327,49,Female,Hyderabad,122159.0,5,1880.0,10299.0,14,0.93,0.43,Sports,44.8,0,Deal-Driven Shoppers
CUST0328,33,Male,Delhi NCR,64027.0,21,1929.0,42749.0,88,0.11,0.46,Sports,52.0,1,At-Risk / Inactive
CUST0329,51,Female,Delhi NCR,57282.0,5,2030.0,11051.0,29,0.46,0.67,Sports,41.4,0,Deal-Driven Shoppers
CUST0330,33,Male,Lucknow,84585.0,6,3574.0,23846.0,19,0.3,0.1,Beauty,55.5,1,At-Risk / Inactive
CUST0331,36,Female,Pune,71975.0,8,4357.0,37490.0,105,0.24,0.33,Home,31.1,1,At-Risk / Inactive
CUST0332,40,Female,Hyderabad,64367.0,10,537.0,5246.0,50,0.55,0.63,Electronics,40.3,0,Deal-Driven Shoppers
CUST0333,34,Male,Lucknow,82306.0,18,1075.0,17341.0,18,0.56,0.04,Electronics,76.0,0,Deal-Driven Shoppers
CUST0334,32,Female,Pune,53293.0,2,1254.0,2786.0,47,0.59,0.56,Fashion,37.7,0,Deal-Driven Shoppers
CUST0335,18,Other,Delhi NCR,123545.0,3,5423.0,17566.0,12,0.64,0.25,Beauty,31.6,1,At-Risk / Inactive
CUST0336,26,Female,Hyderabad,105128.0,15,3586.0,51749.0,29,0.82,0.54,Electronics,49.3,1,At-Risk / Inactive
CUST0337,53,Male,Hyderabad,59827.0,14,692.0,10212.0,28,0.72,0.38,Beauty,61.5,0,Deal-Driven Shoppers
CUST0338,39,Female,Mumbai,21679.0,5,4237.0,24321.0,53,0.39,0.4,Fashion,32.1,1,At-Risk / Inactive
CUST0339,26,Female,Mumbai,68598.0,34,2105.0,71903.0,74,0.44,0.19,Beauty,100.0,2,High-Value Loyalists
CUST0340,18,Female,Hyderabad,57891.0,9,2978.0,26574.0,10,0.29,0.38,Electronics,45.4,1,At-Risk / Inactive
CUST0341,44,Female,Delhi NCR,18000.0,18,3050.0,48042.0,5,0.52,0.11,Fashion,64.3,2,High-Value Loyalists
CUST0342,28,Male,Mumbai,31827.0,14,2659.0,33823.0,24,0.67,0.53,Home,62.9,0,Deal-Driven Shoppers
CUST0343,26,Male,Mumbai,105551.0,8,3837.0,29714.0,51,0.41,0.29,Sports,45.9,1,At-Risk / Inactive
CUST0344,36,Male,Hyderabad,75670.0,9,1997.0,19093.0,44,0.61,0.5,Electronics,48.0,0,Deal-Driven Shoppers
CUST0345,33,Female,Pune,83256.0,17,1684.0,31373.0,36,0.74,0.31,Electronics,57.1,0,Deal-Driven Shoppers
CUST0346,29,Female,Delhi NCR,45507.0,5,3704.0,16408.0,57,0.83,0.3,Sports,48.7,1,At-Risk / Inactive
CUST0347,37,Male,Hyderabad,81515.0,3,2035.0,6071.0,71,0.69,0.21,Electronics,37.4,1,At-Risk / Inactive
CUST0348,44,Female,Hyderabad,46869.0,9,2624.0,20250.0,11,0.64,0.28,Fashion,61.9,0,Deal-Driven Shoppers
CUST0349,18,Male,Mumbai,91906.0,7,823.0,6478.0,20,0.69,0.48,Fashion,38.8,0,Deal-Driven Shoppers
CUST0350,48,Female,Lucknow,41060.0,8,1686.0,14884.0,22,0.67,0.55,Home,54.5,0,Deal-Driven Shoppers
CUST0351,48,Female,Delhi NCR,18000.0,7,2026.0,13729.0,72,0.49,0.45,Beauty,26.3,0,Deal-Driven Shoppers
CUST0352,43,Male,Bengaluru,71526.0,9,3242.0,27124.0,22,0.86,0.07,Home,48.2,1,At-Risk / Inactive
CUST0353,21,Male,Bengaluru,72191.0,18,3343.0,56205.0,6,0.5,0.02,Beauty,65.4,2,High-Value Loyalists
CUST0354,39,Female,Pune,62511.0,12,2022.0,21741.0,32,0.77,0.29,Fashion,67.2,0,Deal-Driven Shoppers
CUST0355,40,Female,Delhi NCR,73966.0,33,1056.0,30414.0,32,0.2,0.12,Fashion,89.6,2,High-Value Loyalists
CUST0356,22,Female,Bengaluru,18039.0,13,2174.0,29945.0,7,0.51,0.57,Sports,61.2,0,Deal-Driven Shoppers
CUST0357,20,Male,Delhi NCR,71043.0,10,3170.0,35506.0,37,0.73,0.29,Home,52.5,1,At-Risk / Inactive
CUST0358,28,Male,Delhi NCR,62872.0,14,2156.0,31208.0,14,0.78,0.43,Fashion,49.5,0,Deal-Driven Shoppers
CUST0359,35,Male,Hyderabad,84073.0,23,3096.0,60637.0,25,0.82,0.24,Sports,93.4,2,High-Value Loyalists
CUST0360,32,Female,Hyderabad,118425.0,8,1816.0,13801.0,35,0.17,0.23,Beauty,26.0,1,At-Risk / Inactive
CUST0361,26,Female,Lucknow,71509.0,23,653.0,13945.0,53,0.16,0.39,Home,74.5,0,Deal-Driven Shoppers
CUST0362,21,Male,Pune,110171.0,15,300.0,4208.0,29,0.58,0.18,Beauty,54.5,0,Deal-Driven Shoppers
CUST0363,18,Male,Pune,58347.0,41,1141.0,42844.0,21,0.54,0.5,Beauty,100.0,2,High-Value Loyalists
CUST0364,35,Other,Delhi NCR,74133.0,17,2026.0,38708.0,42,0.64,0.25,Fashion,61.7,0,Deal-Driven Shoppers
CUST0365,46,Male,Bengaluru,66477.0,13,1860.0,25682.0,42,0.84,0.25,Home,56.4,0,Deal-Driven Shoppers
CUST0366,25,Female,Mumbai,18971.0,20,1198.0,25672.0,61,0.81,0.72,Electronics,76.7,0,Deal-Driven Shoppers
CUST0367,47,Female,Mumbai,97085.0,23,2386.0,62840.0,58,0.5,0.19,Beauty,70.5,2,High-Value Loyalists
CUST0368,57,Female,Mumbai,116404.0,6,3141.0,16879.0,51,0.74,0.69,Fashion,42.6,1,At-Risk / Inactive
CUST0369,40,Female,Delhi NCR,99543.0,26,3084.0,88287.0,24,0.81,0.04,Sports,94.4,2,High-Value Loyalists
CUST0370,48,Male,Lucknow,75225.0,22,2189.0,51745.0,47,0.64,0.19,Home,68.4,2,High-Value Loyalists
CUST0371,38,Female,Delhi NCR,99004.0,20,1783.0,37134.0,30,0.56,0.35,Electronics,60.7,0,Deal-Driven Shoppers
CUST0372,28,Female,Lucknow,66873.0,10,3104.0,31599.0,25,0.69,0.3,Beauty,43.6,1,At-Risk / Inactive
CUST0373,27,Female,Bengaluru,18000.0,25,1874.0,49043.0,51,0.55,0.21,Fashion,73.0,2,High-Value Loyalists
CUST0374,32,Female,Mumbai,90159.0,12,2744.0,37225.0,23,0.48,0.02,Beauty,53.6,1,At-Risk / Inactive
CUST0375,29,Male,Hyderabad,18000.0,14,767.0,9790.0,21,0.42,0.34,Beauty,60.4,0,Deal-Driven Shoppers
CUST0376,29,Male,Pune,102721.0,11,2266.0,26329.0,25,0.66,0.37,Home,46.8,1,At-Risk / Inactive
CUST0377,20,Female,Hyderabad,73744.0,4,2737.0,10496.0,146,0.23,0.13,Beauty,9.7,1,At-Risk / Inactive
CUST0378,33,Female,Pune,75195.0,6,2151.0,11886.0,21,0.13,0.07,Electronics,33.3,1,At-Risk / Inactive
CUST0379,27,Male,Mumbai,83094.0,16,2479.0,45018.0,8,0.64,0.28,Beauty,74.9,2,High-Value Loyalists
CUST0380,46,Male,Lucknow,40319.0,11,2150.0,26384.0,45,0.35,0.24,Beauty,56.1,1,At-Risk / Inactive
CUST0381,44,Male,Delhi NCR,84025.0,8,2661.0,21572.0,12,0.54,0.14,Sports,47.4,1,At-Risk / Inactive
CUST0382,62,Male,Delhi NCR,74414.0,15,1748.0,27974.0,25,0.43,0.48,Sports,44.1,0,Deal-Driven Shoppers
CUST0383,18,Female,Delhi NCR,115437.0,26,2531.0,60000.0,65,0.46,0.06,Fashion,72.9,2,High-Value Loyalists
CUST0384,36,Female,Mumbai,74018.0,11,1786.0,17939.0,13,0.45,0.23,Electronics,42.0,1,At-Risk / Inactive
CUST0385,36,Female,Delhi NCR,97056.0,13,3119.0,35303.0,30,0.28,0.38,Fashion,61.3,1,At-Risk / Inactive
CUST0386,40,Female,Delhi NCR,87942.0,23,968.0,24288.0,46,0.66,0.36,Electronics,71.6,0,Deal-Driven Shoppers
CUST0387,23,Male,Hyderabad,90884.0,10,4221.0,44166.0,18,0.7,0.22,Sports,50.3,1,At-Risk / Inactive
CUST0388,18,Male,Mumbai,133860.0,4,3009.0,11236.0,61,0.93,0.31,Electronics,28.3,1,At-Risk / Inactive
CUST0389,29,Female,Mumbai,76833.0,6,2789.0,14332.0,46,0.13,0.14,Sports,24.5,1,At-Risk / Inactive
CUST0390,62,Male,Delhi NCR,35419.0,37,2922.0,101886.0,14,0.57,0.4,Home,100.0,2,High-Value Loyalists
CUST0391,47,Female,Pune,92327.0,13,1562.0,22434.0,18,0.42,0.44,Electronics,64.1,0,Deal-Driven Shoppers
CUST0392,35,Female,Bengaluru,84658.0,5,1289.0,5491.0,20,0.77,0.09,Beauty,37.4,0,Deal-Driven Shoppers
CUST0393,33,Female,Delhi NCR,46831.0,4,4049.0,14206.0,42,0.33,0.19,Beauty,39.6,1,At-Risk / Inactive
CUST0394,36,Male,Bengaluru,69311.0,10,1781.0,19523.0,12,0.66,0.07,Sports,50.4,0,Deal-Driven Shoppers
CUST0395,41,Male,Lucknow,86109.0,21,1365.0,32336.0,26,0.46,0.05,Beauty,74.9,2,High-Value Loyalists
CUST0396,23,Male,Bengaluru,107806.0,40,768.0,31083.0,79,0.9,0.36,Electronics,100.0,2,High-Value Loyalists
CUST0397,45,Female,Mumbai,85576.0,21,2345.0,46692.0,10,0.48,0.61,Fashion,95.2,2,High-Value Loyalists
CUST0398,27,Female,Lucknow,67527.0,34,852.0,28165.0,11,0.66,0.34,Fashion,100.0,2,High-Value Loyalists
CUST0399,31,Male,Pune,24202.0,14,1482.0,21285.0,24,0.18,0.16,Home,45.6,0,Deal-Driven Shoppers
CUST0400,50,Female,Bengaluru,94723.0,13,2296.0,29074.0,15,0.63,0.06,Home,66.7,1,At-Risk / Inactive
CUST0401,46,Male,Lucknow,18000.0,16,3068.0,49216.0,42,0.26,0.87,Home,45.8,0,Deal-Driven Shoppers
CUST0402,25,Male,Mumbai,70160.0,6,1890.0,10026.0,13,0.58,0.38,Home,45.0,0,Deal-Driven Shoppers
CUST0403,18,Female,Mumbai,59019.0,26,1786.0,45619.0,10,0.6,0.11,Electronics,96.8,2,High-Value Loyalists
CUST0404,45,Male,Hyderabad,77728.0,43,2620.0,103678.0,24,0.24,0.15,Home,100.0,2,High-Value Loyalists
CUST0405,44,Female,Delhi NCR,75024.0,12,2859.0,35882.0,15,0.55,0.53,Home,67.5,0,Deal-Driven Shoppers
CUST0406,18,Male,Bengaluru,61746.0,30,2701.0,91487.0,52,0.6,0.34,Home,88.7,2,High-Value Loyalists
CUST0407,20,Female,Bengaluru,64805.0,15,3666.0,49347.0,69,0.21,0.17,Beauty,57.3,1,At-Risk / Inactive
CUST0408,28,Female,Hyderabad,68348.0,35,3254.0,111854.0,40,0.12,0.18,Beauty,99.3,2,High-Value Loyalists
CUST0409,39,Female,Bengaluru,54107.0,3,2669.0,8673.0,54,0.55,0.52,Electronics,23.9,1,At-Risk / Inactive
CUST0410,31,Female,Delhi NCR,47220.0,13,3514.0,45115.0,17,0.3,0.35,Beauty,55.6,1,At-Risk / Inactive
CUST0411,31,Female,Bengaluru,54127.0,2,2232.0,4667.0,30,0.52,0.22,Fashion,15.5,1,At-Risk / Inactive
CUST0412,29,Male,Pune,69977.0,7,3355.0,20653.0,80,0.77,0.32,Fashion,43.0,1,At-Risk / Inactive
CUST0413,31,Male,Delhi NCR,60974.0,13,3216.0,44364.0,49,0.77,0.4,Electronics,70.3,0,Deal-Driven Shoppers
CUST0414,41,Male,Bengaluru,24220.0,21,494.0,10909.0,3,0.26,0.29,Home,75.9,0,Deal-Driven Shoppers
CUST0415,34,Male,Mumbai,79373.0,20,1765.0,32663.0,16,0.79,0.8,Fashion,69.2,0,Deal-Driven Shoppers
CUST0416,43,Male,Delhi NCR,84885.0,7,983.0,6391.0,37,0.67,0.39,Electronics,37.0,0,Deal-Driven Shoppers
